frecuencia_Hz,amplitud_FFT_V
0.0,7.815970093361102e-17
40.0,0.0018408179120747636
80.0,0.014235784105823808
120.0,0.01692333033974486
160.0,0.004611282629207078
200.0,0.017948780680083518
240.0,0.025693673108348896
280.0,0.026632985547494995
320.0,0.051299253529632015
360.0,0.09181527118885603
400.0,0.07927808909182514
440.0,0.06030879177607078
480.0,0.15970984444930988
520.0,0.08555646740556694
560.0,0.09972606087577139
600.0,0.12874627380291145
640.0,0.16763092949415678
680.0,0.12026968322985858
720.0,0.12601897075810417
760.0,0.2396881644120935
800.0,0.13668339270682864
840.0,0.1563009550565353
880.0,0.14854353358343553
920.0,0.18015947609472427
960.0,0.4786791065898481
1000.0,0.27285982882955107
1040.0,0.20911392867914427
1080.0,0.2866261451965143
1120.0,0.2622263196408304
1160.0,0.08062648560321956
1200.0,0.23413548245429802
1240.0,0.3478729327832105
1280.0,0.32657820171479035
1320.0,0.22704898866634635
1360.0,0.26669848636326676
1400.0,0.20912900125183645
1440.0,0.05064775112557978
1480.0,0.5181479763100709
1520.0,0.28736464296259395
1560.0,0.4567612652627114
1600.0,0.15240151914622568
1640.0,0.1975986185952781
1680.0,0.31737046142237557
1720.0,0.2658569145138343
1760.0,0.6061293507130312
1800.0,0.27989738313877116
1840.0,0.25288508536637744
1880.0,0.49036884017483123
1920.0,0.5589893842624671
1960.0,0.2671652103535184
2000.0,0.34112473921477166
2040.0,0.05754431901468109
2080.0,0.2990965854752246
2120.0,0.31539323721411744
2160.0,0.21122170732279463
2200.0,0.550522749272275
2240.0,0.2832871522681294
2280.0,0.10146363711482138
2320.0,0.4095352048782004
2360.0,0.24059823950182022
2400.0,0.3244997483399255
2440.0,0.005145413206967626
2480.0,0.7109853547686424
2520.0,0.30508981296826776
2560.0,0.3843425529856211
2600.0,0.38654445729019526
2640.0,0.14890966754961477
2680.0,0.4972686183358167
2720.0,0.5268223964382828
2760.0,0.0669551276769471
2800.0,0.6062634091683456
2840.0,0.2724135494510926
2880.0,0.3659847315423213
2920.0,0.1903436618451207
2960.0,0.069710099119665
3000.0,0.08418648678421545
3040.0,0.15271774415079192
3080.0,0.18904378599435587
3120.0,0.2577600864806487
3160.0,0.17173967525765135
3200.0,0.17041587970831484
3240.0,0.3848252898350489
3280.0,0.4073875515063794
3320.0,0.4517415292093124
3360.0,0.49220820118800684
3400.0,0.3677268863127718
3440.0,0.22996714462717982
3480.0,0.19950176510164658
3520.0,0.35163477942409216
3560.0,0.26920265196614795
3600.0,0.30860884685615625
3640.0,0.10661807847358969
3680.0,0.5986824720464526
3720.0,0.3196532272440583
3760.0,0.2047036278723466
3800.0,0.6060575125345866
3840.0,0.10143975935375074
3880.0,0.45269978564141156
3920.0,0.4699092271075605
3960.0,0.15713495095761174
4000.0,0.3307217925695573
4040.0,0.39144926596124724
4080.0,0.34522798142454947
4120.0,0.30400455400485554
4160.0,0.37102793791960464
4200.0,0.4195624103166527
4240.0,0.43310145019019375
4280.0,0.5864433810384252
4320.0,0.3046766974149398
4360.0,0.41715518966267684
4400.0,0.1915824328598228
4440.0,0.3227280663817822
4480.0,0.026204450037608278
4520.0,0.20143185357843585
4560.0,0.07792604418124566
4600.0,0.24824463342909545
4640.0,0.1935296311773174
4680.0,0.15083763485113688
4720.0,0.41791335314962563
4760.0,0.26569233186078184
4800.0,0.530932753887682
4840.0,0.35378193493027077
4880.0,0.30390728515879073
4920.0,0.1608435239858796
4960.0,0.4099627920752646
5000.0,0.2800145016418805
5040.0,0.13252221610902665
5080.0,0.1706169092670236
5120.0,0.08826225855310889
5160.0,0.2043147940088365
5200.0,0.2236360984256629
5240.0,0.07312378898834418
5280.0,0.1360941871435802
5320.0,0.33104894457994705
5360.0,0.11273312845476123
5400.0,0.1321141756807833
5440.0,0.25017781600666356
5480.0,0.457055047250229
5520.0,0.243219969710124
5560.0,0.053482223219442564
5600.0,0.46871050085998495
5640.0,0.0756845112849008
5680.0,0.07772998769697334
5720.0,0.30220613134354807
5760.0,0.3405979831941001
5800.0,0.035738246790546616
5840.0,0.0800826989064076
5880.0,0.03714988401153577
5920.0,0.28762942571924893
5960.0,0.3276357858084064
6000.0,0.1503498461682963
6040.0,0.3859969499830896
6080.0,0.13823623694737497
6120.0,0.24154030029384876
6160.0,0.15619318874222338
6200.0,0.09201445763944069
6240.0,0.1926075352608121
6280.0,0.1386060494189737
6320.0,0.27168123217192897
6360.0,0.175921503380251
6400.0,0.355115414400465
