archivo,fs_Hz,n_muestras,nperseg,noverlap,ventana,P_0_40kHz_V2,P_0_50kHz_V2
F0023CH1.CSV,100000.00000000001,2500,1024,512,hann,12.247802221990032,12.407634191862487
