archivo,fs_Hz,n_muestras,nperseg,noverlap,ventana,P_0_40kHz_V2,P_0_50kHz_V2
F0025CH1.CSV,100000.00000000001,2500,1024,512,hann,13.657904728209246,13.788511758628276
