frecuencia_Hz,amplitud_FFT_V
0.0,1.9895196601282806e-16
40.0,0.02630415752345342
80.0,0.030689028618341434
120.0,0.039306007192489056
160.0,0.02491711647186975
200.0,0.03369838454356294
240.0,0.07562206768744746
280.0,0.020533752793212637
320.0,0.08918152611202762
360.0,0.06775233298495437
400.0,0.14655658241428515
440.0,0.06611694971120569
480.0,0.12848037665090575
520.0,0.14050328744226345
560.0,0.03845248893938911
600.0,0.11839918254322188
640.0,0.16409037858197864
680.0,0.21327484052781306
720.0,0.07692478521497981
760.0,0.20636357254666968
800.0,0.29751716083947055
840.0,0.37286402038052063
880.0,0.054068526386824876
920.0,0.4804813859564561
960.0,0.2990672604232927
1000.0,0.20006553288869974
1040.0,0.28368835521463104
1080.0,0.44204562304745243
1120.0,0.2741082538075381
1160.0,0.3087950459110166
1200.0,0.40514757320584815
1240.0,0.3753539874067078
1280.0,0.3794083780318941
1320.0,0.22312309317305953
1360.0,0.26190181038779464
1400.0,0.2913933931164281
1440.0,0.3780825426939909
1480.0,0.271747997378716
1520.0,0.3533954942506543
1560.0,0.8309610148041129
1600.0,0.6046631488345617
1640.0,0.7090297835499682
1680.0,0.5442898730942659
1720.0,0.2794527054715929
1760.0,0.434326817955205
1800.0,0.3374328129669066
1840.0,0.4909637252256834
1880.0,0.3428427788109652
1920.0,0.19985299123884046
1960.0,0.08074082068036696
2000.0,0.4768073169727353
2040.0,0.5931720234150205
2080.0,0.07117454755296818
2120.0,0.2032040857934971
2160.0,0.3193203197790911
2200.0,0.08465585322747499
2240.0,0.43025443223028526
2280.0,0.39891844081321726
2320.0,0.23684090677310105
2360.0,0.25462628977845175
2400.0,0.36651634777718595
2440.0,0.14014421723024997
2480.0,0.3879104385001971
2520.0,0.5308151722751888
2560.0,0.5580878731215057
2600.0,0.3713590252559581
2640.0,0.3495894212714068
2680.0,0.14039803875883655
2720.0,0.23404534145464587
2760.0,0.17372420532577157
2800.0,0.2503860752604149
2840.0,0.13138387391013884
2880.0,0.3450512120998123
2920.0,0.23927552924600778
2960.0,0.31310247650330275
3000.0,0.297889748940562
3040.0,0.5017289767281679
3080.0,0.18544368316123103
3120.0,0.6128217552105847
3160.0,0.040500601784360706
3200.0,0.21805557892348298
3240.0,0.11416117413054831
3280.0,0.9007108932652506
3320.0,0.33423522227979346
3360.0,0.08347537780010371
3400.0,0.4619075745586846
3440.0,0.3858351722317636
3480.0,0.448976155589246
3520.0,0.5062042294834666
3560.0,0.29813701148632576
3600.0,0.28704383649013826
3640.0,0.4269028133231084
3680.0,0.7042110103704989
3720.0,0.3086877454715598
3760.0,0.48193394595782785
3800.0,0.2653292998515002
3840.0,0.41388688271727997
3880.0,0.5009003900356644
3920.0,0.27516017594540765
3960.0,0.35628082971668984
4000.0,0.13499250509222935
4040.0,0.15023963315030145
4080.0,0.351510447105232
4120.0,0.31937751427319244
4160.0,0.3983741355286312
4200.0,0.17838775174303914
4240.0,0.2332838872107986
4280.0,0.05794742364204818
4320.0,0.5458435730356976
4360.0,0.3283297943514576
4400.0,0.18958769793373587
4440.0,0.29859960511156125
4480.0,0.35799429597104815
4520.0,0.37176738764863687
4560.0,0.401540724126238
4600.0,0.3036623562956553
4640.0,0.3182918456433252
4680.0,0.19670961648180366
4720.0,0.4080540030101973
4760.0,0.1786246848623478
4800.0,0.01863017917126139
4840.0,0.053682930985536906
4880.0,0.2014393106199298
4920.0,0.3184365709773792
4960.0,0.10516340772973065
5000.0,0.1893619813699318
5040.0,0.3875437431897651
5080.0,0.3608216397482352
5120.0,0.17102152721748382
5160.0,0.13275461875914066
5200.0,0.05366838519347551
5240.0,0.08334773362365906
5280.0,0.38253572333965696
5320.0,0.11955713482838316
5360.0,0.22327847137018103
5400.0,0.2712945405934871
5440.0,0.13795926231285144
5480.0,0.16912589550948964
5520.0,0.37023671343369413
5560.0,0.10574709214328773
5600.0,0.07062720787997194
5640.0,0.2692328313685517
5680.0,0.2371069781434359
5720.0,0.055736153039477675
5760.0,0.16825082505620537
5800.0,0.3107506724530951
5840.0,0.20158946371342135
5880.0,0.31928586850594487
5920.0,0.25526476062066106
5960.0,0.2167774638181415
6000.0,0.16675482806987468
6040.0,0.20042421867364865
6080.0,0.05933931003296641
6120.0,0.2205640813049762
6160.0,0.2971231806417004
6200.0,0.006541305766150994
6240.0,0.1882373045187857
6280.0,0.13207525065828823
6320.0,0.1142576186958095
6360.0,0.2178336716805337
6400.0,0.19996622291541086
6440.0,0.1454716590151413
6480.0,0.2185031474294513
6520.0,0.10775455467726429
6560.0,0.2117878276323869
6600.0,0.10896566115122859
6640.0,0.12013019611261108
6680.0,0.3878479677206647
6720.0,0.16570527265488202
6760.0,0.2077260141945003
