frecuencia_Hz,PSD_V2_Hz
0.0,1.0154799906524959e-05
97.65625000000001,3.4471130138740505e-05
195.31250000000003,3.5901275820805907e-05
292.96875000000006,5.743701851153248e-05
390.62500000000006,0.0001740817671266975
488.28125000000006,0.0002770996552490606
585.9375000000001,0.0002226736786520494
683.5937500000001,0.0004415344230858848
781.2500000000001,0.0012984281022417731
878.9062500000001,0.0008652914217602844
976.5625000000001,0.0004677273877801557
1074.2187500000002,0.0005103992837243689
1171.8750000000002,0.0007162002492473751
1269.5312500000002,0.00146984346311413
1367.1875000000002,0.0015841827938464492
1464.8437500000002,0.001849458415698835
1562.5000000000002,0.0012433450719660385
1660.1562500000002,0.0019850671625935277
1757.8125000000002,0.0034403451368262075
1855.4687500000002,0.0014647841668398928
1953.1250000000002,0.0007079525575660455
2050.7812500000005,0.00040917673460722165
2148.4375000000005,0.0008600068056099033
2246.0937500000005,0.0011813740890556069
2343.7500000000005,0.0011003571262707794
2441.4062500000005,0.0004698411806651009
2539.0625000000005,0.0007487053201159352
2636.7187500000005,0.0007742855763643214
2734.3750000000005,0.00027694617480688585
2832.0312500000005,0.0008328816983901726
2929.6875000000005,0.0019860590395300226
3027.3437500000005,0.00177013482726733
3125.0000000000005,0.0007364494703967548
3222.6562500000005,0.0004965485623040069
3320.3125000000005,0.001126304513010265
3417.9687500000005,0.001941683492686944
3515.6250000000005,0.00047341594076395175
3613.2812500000005,0.0007576707775871202
3710.9375000000005,0.0008065199903766578
3808.5937500000005,0.0010962266618031056
3906.2500000000005,0.002359466111532129
4003.9062500000005,0.0018741686144541716
4101.562500000001,0.0012281624821232503
4199.218750000001,0.0003297488465320982
4296.875000000001,0.00033258625310945283
4394.531250000001,0.0007152335767139506
4492.187500000001,0.0017972775837401817
4589.843750000001,0.00097661400918241
4687.500000000001,0.0008678787578610503
4785.156250000001,0.0008623450508993554
4882.812500000001,0.001530920990760615
4980.468750000001,0.0012648136938231641
5078.125000000001,0.0015544714027137616
5175.781250000001,0.0009337678640059765
5273.437500000001,0.0007475200868297798
5371.093750000001,0.000776361386094574
5468.750000000001,0.000748617261347016
5566.406250000001,0.001760348346305341
5664.062500000001,0.0015436753573676327
5761.718750000001,0.0009878925756801602
5859.375000000001,0.0004952746600461978
5957.031250000001,0.0009814713267989434
6054.687500000001,0.001120532646210463
6152.343750000001,0.00036134891010592037
6250.000000000001,0.0009289063920908544
6347.656250000001,0.0011065223177865822
6445.312500000001,0.0009787197763516241
6542.968750000001,0.0004406549490238094
6640.625000000001,0.00017998858297096226
6738.281250000001,0.00063534642188657
6835.937500000001,0.0007212665238620444
6933.593750000001,0.00036885035510282675
7031.250000000001,0.0009912924471894085
7128.906250000001,0.0007921357958031067
7226.562500000001,0.0004658422157917937
7324.218750000001,0.00021507083515524708
7421.875000000001,0.0008379121111236062
7519.531250000001,0.0010957382956216146
7617.187500000001,0.0009498905762068896
7714.843750000001,0.00046438694691566915
7812.500000000001,0.0006635934180221997
7910.156250000001,0.00032556993892557433
8007.812500000001,0.000557705400888742
8105.468750000001,0.0007829843426256851
8203.125000000002,0.0009676854128298297
8300.781250000002,0.0003355065246316883
8398.437500000002,0.00025773101453086065
8496.093750000002,0.0006810711944722677
8593.750000000002,0.0006968612743719088
8691.406250000002,0.00024745353610961896
8789.062500000002,0.0009603112224734603
8886.718750000002,0.0005047607497940752
8984.375000000002,0.000500122370838502
9082.031250000002,0.0012881054886943128
9179.687500000002,0.0006051789200685946
9277.343750000002,0.00032103222417090223
9375.000000000002,0.00036435177678721914
9472.656250000002,0.00043432637912651384
9570.312500000002,0.0005376425699810797
9667.968750000002,0.000450011739524976
9765.625000000002,0.0004263635298415078
9863.281250000002,0.000398374633104516
9960.937500000002,0.0005832435088391347
10058.593750000002,0.00035877223832109944
10156.250000000002,0.00021397304038476748
10253.906250000002,0.0004064357484823906
10351.562500000002,0.0009656589321114132
10449.218750000002,0.0007505647694936429
10546.875000000002,0.0008794369749528613
10644.531250000002,0.0004151469035263665
10742.187500000002,0.0005142924349267006
10839.843750000002,0.0002820621366432984
10937.500000000002,9.88795357539279e-05
11035.156250000002,0.000255370464827487
11132.812500000002,0.00040968753079553935
11230.468750000002,0.00044609949801165794
11328.125000000002,0.00022068287910441105
11425.781250000002,0.0002857103816310793
11523.437500000002,0.0006546435100314883
11621.093750000002,0.0005403881510925215
11718.750000000002,0.0005979983391258535
11816.406250000002,0.0005671483796349153
11914.062500000002,0.0005197165320349461
12011.718750000002,0.0005071694082322458
12109.375000000002,0.0003792182503475743
12207.031250000002,0.0004950745650919158
12304.687500000002,0.0005529170078303313
12402.343750000002,0.000315703656229723
12500.000000000002,0.00019609874526048813
12597.656250000002,0.0001227116579863023
12695.312500000002,9.12966792678648e-05
12792.968750000002,0.00018545248279346486
12890.625000000002,9.773585997510308e-05
12988.281250000002,6.226036875265869e-05
13085.937500000002,6.441934398657162e-05
13183.593750000002,0.00017062748334998037
13281.250000000002,0.00030000174726882916
13378.906250000002,0.0001943720117284469
13476.562500000002,0.00014406516591776553
13574.218750000002,6.911719218334616e-05
13671.875000000002,0.00022354645353718936
13769.531250000002,0.0006634103622566453
13867.187500000002,0.00027219757720451537
13964.843750000002,0.00015170041066176916
14062.500000000002,0.0003010693391649876
14160.156250000002,0.0005576037290151943
14257.812500000002,0.00033938556988275236
14355.468750000002,0.00028992961553742666
14453.125000000002,4.9203347800752516e-05
14550.781250000002,9.29110264922596e-05
14648.437500000002,6.403162062479182e-05
14746.093750000002,0.00027193080852266053
14843.750000000002,0.000229354984166306
14941.406250000002,0.00013838768732676429
15039.062500000002,0.0002777727606593766
15136.718750000002,8.627009835973533e-05
15234.375000000002,0.000197429183115784
15332.031250000002,0.0001234886005764548
15429.687500000002,0.00011827192822083611
15527.343750000002,0.00015422958038477228
15625.000000000002,0.00013455856925149415
15722.656250000002,0.00023618793442378984
15820.312500000002,0.00015455805787539052
15917.968750000002,0.00021571675313799256
16015.625000000002,8.509606286913617e-05
16113.281250000002,3.2805323921688777e-05
16210.937500000002,7.800719656861082e-05
16308.593750000002,9.031105502312402e-05
16406.250000000004,0.00019214805208574615
16503.906250000004,0.00037177175177938344
16601.562500000004,0.0003918564358401482
16699.218750000004,0.00019898920605551057
16796.875000000004,0.0004489657944545978
16894.531250000004,0.00044301615517454386
16992.187500000004,0.0001369765968279982
17089.843750000004,0.0002318889040505767
17187.500000000004,0.00022211532586878426
17285.156250000004,0.00021177421059501557
17382.812500000004,0.00038442490652443876
