archivo,fs_Hz,n_muestras,nperseg,noverlap,ventana,P_0_40kHz_V2,P_0_50kHz_V2
F0027CH1.CSV,100000.00000000001,2500,1024,512,hann,12.14581937865946,12.996389174181841
